id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
10054,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Reebok Kids Kkr Boy's Premium Blue Jerseys,10054.jpg
4171,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's Easytone Inspire White Shoe,4171.jpg
45256,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Edifice Men Analog Watch EF-130D-1A5VDF(ED419),45256.jpg
59609,Women,Apparel,Saree,Sarees,Khaki,Fall,2012.0,Ethnic,FNF Khaki Collection for Wedding Sari,59609.jpg
15526,Women,Footwear,Shoes,Heels,Brown,Fall,2011.0,Casual,Rockport Women Jeanie Oneband Brown Flats,15526.jpg
21713,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fossil Men Blue Dial Chronograph Watch CH2752,21713.jpg
44384,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,Spinz Women Enchante Deo,44384.jpg
37676,Unisex,Accessories,Bags,Backpacks,Black,Winter,2012.0,Casual,American Tourister Unisex Black Backpack,37676.jpg
6626,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,ADIDAS Men's Canon Dialect Blue Yellow Shoe,6626.jpg
47501,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,2012.0,Casual,Footfun Kids Unisex Red Shoes,47501.jpg
17271,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes DK.Grey Polo Tshirt,17271.jpg
23044,Women,Apparel,Bottomwear,Leggings,Brown,Fall,2011.0,Casual,Arrow Woman Brown Jeggings,23044.jpg
22196,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Timberland Men Black Casual Shoes,22196.jpg
51464,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,Tonga Women Olive Top,51464.jpg
54116,Women,Footwear,Shoes,Heels,Maroon,Winter,2012.0,Casual,Rocia Women Maroon Sandals,54116.jpg
30453,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Deni Yo Men White Jeans,30453.jpg
2286,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2010.0,Sports,Nike Men Black Sweatshirt,2286.jpg
23878,Women,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Fila Women Sleeker Green Check Casual Shoes,23878.jpg
48549,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Wrangler Women Black Belt,48549.jpg
42073,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,American Tourister Men Black Wallet,42073.jpg
31581,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mark Taylor Men Printed Blue T-shirt,31581.jpg
3354,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's I Give 100 Percent Work White T-shirt,3354.jpg
26536,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ID Men White Shoes,26536.jpg
12703,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women Downshifter White Sports Shoes,12703.jpg
24605,Women,Apparel,Apparel Set,Kurta Sets,Pink,Fall,2011.0,Ethnic,Vishudh Women Pink Churidar Kurta with Dupatta,24605.jpg
10430,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Ydc Blue Shirts,10430.jpg
56225,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black & Grey Pyjama Set,56225.jpg
39388,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Black Jeans,39388.jpg
14090,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Stripes Blue Polo Tshirts,14090.jpg
53757,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Women Speeder Wns Ind White Sports Shoes,53757.jpg
37212,Men,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Men Pink Shirt,37212.jpg
4515,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Puma Men's Tarun White Silver Red Shoe,4515.jpg
45632,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,Park Avenue Men Grey Melange Briefs,45632.jpg
51000,Women,Apparel,Innerwear,Bra,Maroon,Summer,2018.0,Casual,Enamor Maroon Bra FB06,51000.jpg
7390,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes,7390.jpg
35545,Girls,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Enroute Teens Brown Sandals,35545.jpg
6242,Women,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Lee Women's Rihana Purple T-shirt,6242.jpg
47165,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,47165.jpg
17615,Boys,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boys living Upto White Tshirt,17615.jpg
48911,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,48911.jpg
29926,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL12778MSU-61,29926.jpg
42417,Unisex,Accessories,Accessories,Messenger Bag,Purple,Summer,2012.0,Casual,American Tourister Unisex Purple Messenger Bag,42417.jpg
3730,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,CSK Mens Fangear Yellow Jersey,3730.jpg
26152,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,26152.jpg
12367,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men White Shirt,12367.jpg
54572,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Sushilas Women Multi Coloured Kurta,54572.jpg
27080,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Flats,27080.jpg
30037,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,SKAGEN DENMARK Men Silver-Toned Dial Watch 233LSS,30037.jpg
46285,Women,Apparel,Dress,Dresses,Multi,Summer,2012.0,Casual,109F Women Multi Coloured Dress,46285.jpg
12969,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men Snova Glide Blue Sports Shoes,12969.jpg
35777,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Force 10 Men Black & Green Sports Shoes,35777.jpg
51232,Women,Apparel,Topwear,Kurtas,Green,Fall,2012.0,Ethnic,Satya Paul Women Green Printed Kaftan,51232.jpg
17427,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO G-Shock Men White Analogue & Digital Watch G274,17427.jpg
9804,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Black Checks Shirts,9804.jpg
23612,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Nike Fragrances Women Sensual Touch Perfume,23612.jpg
6070,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,UCB Women's Young Pigment Blue T-shirt,6070.jpg
47357,Women,Accessories,Bags,Mobile Pouch,Purple,Summer,2012.0,Casual,Baggit Women Purple Phulrani Brush Mobile Pouch,47357.jpg
26360,Women,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Arrow Woman Grey T-shirt,26360.jpg
12155,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2011.0,Ethnic,Aurelia Women Solid Beige Leggings,12155.jpg
42625,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Estelle Women Earrings,42625.jpg
3502,Women,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Women's Black T-shirt,3502.jpg
30205,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Nike Women Track Tote Pink Handbag,30205.jpg
9038,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2011.0,Formal,Buckaroo Men Medina Brown Formal Shoes,9038.jpg
54740,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Vans Men Black Era Shoes,54740.jpg
13087,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Unisex Casual Brown Casual Shoes,13087.jpg
10602,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Nike Men Football Soccer Red Jerseys,10602.jpg
40172,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men UV protected Sporty Wrap Sunglasses,40172.jpg
33480,Women,Accessories,Belts,Belts,Purple,Spring,2012.0,Casual,Baggit Women Purple Belt,33480.jpg
59863,Women,Personal Care,Skin Care,Eye Cream,Black,Spring,2017.0,Casual,Olay Women Total Effects Anti-Ageing Eye Cream,59863.jpg
32552,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Playboy Men Black Shoes,32552.jpg
21979,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Murcia Women Casual Black Clutch,21979.jpg
56017,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Soft Touch Wood Heart Lipstick 039,56017.jpg
20097,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Diva Women Printed White Kurta,20097.jpg
53565,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,53565.jpg
15370,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Sweatshirts,15370.jpg
39986,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,Gas Men Mila Navy Blue Shoes,39986.jpg
21145,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,s.Oliver Women Printed Black Shirt,21145.jpg
4727,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Boy's Regatta Annual Blue Teen Kidswear,4727.jpg
45400,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Rocia Women Maroon Sandals,45400.jpg
38434,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Blue Handbag,38434.jpg
53905,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Kiara Women Beige Handbag,53905.jpg
1609,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2010.0,Sports,Reebok Women Boat-Neck Wildberry Sweatshirt,1609.jpg
57599,Women,Personal Care,Lips,Lipstick,Burgundy,Spring,2017.0,Casual,Lotus Herbals Moistpetals Berry Punch Lipstick 121,57599.jpg
25985,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Spring,2017.0,Casual,J.Del Pozo Halloween Women Perfume,25985.jpg
59403,Women,Apparel,Topwear,Tshirts,White,Fall,2012.0,Casual,Tokyo Talkies Women White T-shirt,59403.jpg
21519,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Kiara Women Glossy White Handbag,21519.jpg
53139,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue & White Sandals,53139.jpg
29774,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Wrangler Men Purple Striped Shirt,29774.jpg
3962,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women Black Shimmery Falling Neck Top,3962.jpg
18033,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Solid Brown Handbag,18033.jpg
17847,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Impetus II White Sports Shoe,17847.jpg
9464,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men  White Shirt,9464.jpg
48743,Men,Accessories,Jewellery,Bangle,Steel,Summer,2012.0,Casual,Revv Men Steel Bangle,48743.jpg
16995,Women,Footwear,Sandal,Sports Sandals,Black,Winter,2012.0,Casual,Rocia Women Casual Black Sandal,16995.jpg
12509,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Casual Brown Casual Shoes,12509.jpg
17249,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Limoges Blue Tshirt,17249.jpg
47539,Women,Footwear,Shoes,Flats,White,Winter,2012.0,Casual,Portia Women White Flats,47539.jpg
29546,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Classic Polo Men Black T-shirt,29546.jpg
42877,Women,Accessories,Wallets,Wallets,Maroon,Summer,2012.0,Casual,French Connection Women Maroon Wallet,42877.jpg
9656,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Indigo Nation Men Bling Technification Red Black Shirts,9656.jpg
23840,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,ADIDAS Men Brown Shoes,23840.jpg
43199,Men,Accessories,Watches,Watches,Metallic,Winter,2016.0,Casual,Fastrack Men Gunmetal-Toned Dial Watch NA3015AL01,43199.jpg
18201,Men,Apparel,Topwear,Jackets,Olive,Fall,2011.0,Casual,Nike Men Casual Olive Jacket,18201.jpg
35925,Women,Accessories,Bags,Clutches,Yellow,Summer,2012.0,Casual,Peperone Women Yellow Clutch,35925.jpg
8784,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Unisex Brown Sunglasses,8784.jpg
4975,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kent Pack of 3 Tee Kidswear,4975.jpg
56679,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Sandals,56679.jpg
24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Numero Uno Men Navy Blue Shoes,24259.jpg
38606,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men Printed Boxed White T-shirt,38606.jpg
59631,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Red & Gold Collection for Wedding Sari,59631.jpg
4149,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Free White Pink Shoe,4149.jpg
10850,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Famous Filafil Blue T-Shirts,10850.jpg
26956,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top,26956.jpg
29122,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Unisex Cat Logo Black Cap,29122.jpg
51038,Women,Apparel,Innerwear,Briefs,Lavender,Summer,2017.0,Casual,Enamor Women Lupine Coloured Briefs,51038.jpg
30833,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Women Beige Kurta,30833.jpg
48929,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lucera Women Silver Ring,48929.jpg
27884,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Scullers For Her Blue Shirt,27884.jpg
55498,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Revlon ColorBurst Strawberry Lip Gloss 06,55498.jpg
3708,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Classic Polo Men's Navy Grey Stripe T-shirt,3708.jpg
48115,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Fossil Women Black Midnight  Belt,48115.jpg
18665,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Fila Men Syncro White Shoes,18665.jpg
47961,Women,Accessories,Bags,Clutches,Grey,Summer,2012.0,Casual,French Connection Women Grey Clutch,47961.jpg
10408,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Tops,10408.jpg
14894,Women,Accessories,Accessories,Travel Accessory,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Bags,14894.jpg
15946,Men,Accessories,Ties,Ties,Black,Fall,2011.0,Formal,Turtle Men Solid Black Ties,15946.jpg
1863,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men Night Wolf T-shirt,1863.jpg
59255,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,59255.jpg
20893,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Basics Men Black Casual Shoes,20893.jpg
58989,Men,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,Cavallini Men Deo,58989.jpg
38050,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Digital Watch M119J003Y,38050.jpg
39182,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Aneri Women Magenta & Black Kurta,39182.jpg
41098,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Allen Solly Woman Cream Top,41098.jpg
21941,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Casual Black Handbag,21941.jpg
56813,Women,Apparel,Topwear,Kurtis,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Kurti,56813.jpg
59067,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Peri Peri Women Black Bra,59067.jpg
15348,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men Special Edition 3 Star Polo Black Tshirts,15348.jpg
12951,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt,12951.jpg
6048,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,UCB Men Ben Logo Black Shirt,6048.jpg
13883,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirts,13883.jpg
19585,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Top,19585.jpg
6874,Women,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Forever New Women Pink Sleeveless Dress,6874.jpg
18457,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Nautica Blue Men Perfumes,18457.jpg
9000,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Puma Men Archive Boot WTR Brown Casual Shoes,9000.jpg
48327,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Pitaraa Women Green Sling Bag,48327.jpg
35589,Men,Footwear,Sandal,Sandals,Olive,Fall,2012.0,Casual,Gliders Men Yellow Sandals,35589.jpg
31915,Women,Accessories,Bags,Clutches,Green,Summer,2012.0,Casual,Fabindia Women Green Silk Clutch,31915.jpg
28004,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Jockey ZONE Men Black Modern Trunks US19,28004.jpg
27870,Women,Apparel,Topwear,Shirts,White,Fall,2012.0,Smart Casual,Scullers For Her Women White Striped Shirt,27870.jpg
19743,Women,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,United colors of benetton Women Blue Cap,19743.jpg
49033,Women,Accessories,Jewellery,Ring,Silver,Summer,2012.0,Casual,Lucera Women Silver Ring,49033.jpg
8314,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Check Lafayette Blue Shirts,8314.jpg
31129,Girls,Apparel,Dress,Dresses,Magenta,Summer,2012.0,Casual,Giny and Jony Girls Printed White & Pink Dress,31129.jpg
43509,Women,Apparel,Dress,Dresses,Grey Melange,Summer,2012.0,Casual,French Connection Women Grey Melange Dress,43509.jpg
18691,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Hanes Men Black Modern Duo Dry Cotton Stretch Trunks,18691.jpg
47995,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Helix Men Black Watch,47995.jpg
38296,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Reid & Taylor Men Brown Wallet,38296.jpg
14860,Women,Accessories,Wallets,Wallets,Charcoal,Summer,2011.0,Casual,United Colors of Benetton Women Solid Grey Charcoal Wallets,14860.jpg
39344,Men,Apparel,Topwear,Tshirts,Green,Fall,2012.0,Casual,Mr. Men Green T-shirt,39344.jpg
1897,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010.0,Sports,FIFA Men Germany Blue Jersey,1897.jpg
52649,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Mod'acc Women Orange Handbag,52649.jpg
57109,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Elle Women Blue Tunic,57109.jpg
36902,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Men Silver-Toned Dial Chronograph Watch FS4643,36902.jpg
25529,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Griffith White Shirt,25529.jpg
39176,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aneri Women Purple Kurta,39176.jpg
40982,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Core White T-shirt,40982.jpg
58141,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings,58141.jpg
57935,Men,Footwear,Sandal,Sandals,Black,Spring,2012.0,Casual,Clarks Men Black Leather Closed Sandals,57935.jpg
59093,Women,Apparel,Innerwear,Bra,White,Summer,2017.0,Casual,Peri Peri Women White Bra,59093.jpg
41850,Men,Accessories,Socks,Socks,Black,Winter,2015.0,Casual,Genesis Men Pack of 3 Socks,41850.jpg
21189,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,Quiksilver Unisex Blue Backpack,21189.jpg
16539,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Striped Shirt,16539.jpg
46249,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Ethnic,Fusion Beats Women Dark Pink Tunic,46249.jpg
13877,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Scullers Men Solid Maroon Shirts,13877.jpg
28236,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Secret Temptation Women Mystery Deo,28236.jpg
8126,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Non Leather Brown Belts,8126.jpg
19571,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Printed Black TShirt,19571.jpg
12199,Men,Apparel,Topwear,Tshirts,Blue,Summer,2015.0,Casual,Basics Men Blue Polo T-shirt,12199.jpg
7952,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Knit Polo Black  Polo T-shirt,7952.jpg
6880,Women,Apparel,Topwear,Jackets,Black,Summer,2011.0,Casual,Forever New Women Long Black Jacket,6880.jpg
11378,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,United Colors of Benetton Men Summer White Shirts,11378.jpg
45894,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch,45894.jpg
39512,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Peter England Unisex Black Backpack,39512.jpg
52823,Women,Accessories,Jewellery,Earrings,Green,Summer,2012.0,Casual,Adrika Green Earrings,52823.jpg
41408,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Wrangler Women Red Stay Gold Tee Top,41408.jpg
33028,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Printed Blue Kurta,33028.jpg
25971,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Dress,25971.jpg
58525,Unisex,Accessories,Accessories,Travel Accessory,Green,Summer,2010.0,Casual,Wildcraft Unisex Green Chalk Bag,58525.jpg
37488,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Silver Dial Watch,37488.jpg
2844,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Mr.Men Men's Mr.Busy Navy T-shirt,2844.jpg
50748,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes,50748.jpg
28652,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Tiempo Natural IV Black Sports Shoes,28652.jpg
29780,Men,Apparel,Bottomwear,Trousers,Black,Summer,2013.0,Casual,Basics Men Black Trousers,29780.jpg
22368,Men,Apparel,Topwear,Tshirts,Peach,Fall,2011.0,Casual,Ed Hardy Men Diving Dragon Peach T-Shirt,22368.jpg
3996,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Spalding Men Black Flip Flops,3996.jpg
19929,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,2011.0,Formal,Reid & Taylor Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,19929.jpg
2078,Women,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Women Fitted Black T-shirt,2078.jpg
9490,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Puma Unisex Deck Black Backpacks,9490.jpg
49665,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,49665.jpg
8542,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Crocs Women Abf Single Flip Slippers,8542.jpg
16961,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Image Men Sunglasses,16961.jpg
19115,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,19115.jpg
28460,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Sports,Urban Yoga Women Pink Shorts,28460.jpg
23088,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Arrow Sport Men Dk.Grey Brown Trousers,23088.jpg
43951,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels,43951.jpg
55834,Women,Personal Care,Beauty Accessories,Beauty Accessory,Skin,Spring,2017.0,Casual,Colorbar Miss Reflective Body Shimmer 001,55834.jpg
42883,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,French Connection Women Black Sling Bag,42883.jpg
48585,Women,Accessories,Jewellery,Bracelet,Silver,Summer,2013.0,Casual,Lucera Women Silver Bracelet,48585.jpg
34803,Men,Accessories,Belts,Belts,Green,Summer,2012.0,Casual,Flying Machine Men Woven Green Belt,34803.jpg
27428,Women,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Casual,Jockey Women Black V-neck T-Shirt,27428.jpg
55008,Women,Personal Care,Lips,Lip Gloss,Maroon,Spring,2017.0,,Lakme Sheer Satin Lip Gloss 41,55008.jpg
19327,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Myntra Men Solid Blue Sweatshirt,19327.jpg
3398,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag,3398.jpg
39720,Women,Apparel,Dress,Jumpsuit,Olive,Summer,2012.0,Casual,Arrow Woman Olive Jumpsuit,39720.jpg
10098,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men Analogue Plastic White Watch,10098.jpg
5853,Women,Accessories,Bags,Handbags,Blue,Summer,2011.0,Casual,ADIDAS Women Blue Handbag,5853.jpg
